title,published,deadline,source,location,region,ville,experience,salary,work_mode,apply_email,apply_url,summary
Recrutement CICR Yaoundé Cameroun juin 2026 : Technical Worker,2026-06-29T15:48:15.824000+01:00,,cameroondesks,,,,,,,mailto:yaorecrutementservices@icrc.org,https://forms.office.com/Pages/ResponsePage.aspx?id=NFOKnnxJik2nl3mXz4zHY_15nkI39ahCpe4CHETaAX1UN1U1VklWOVROREZYU0RMRVVET0pDT0lRSS4u,"CICR Organisation impartiale, neutre et indépendante, le Comité International de la Croix-Rouge (CICR) a la mission exclusivement humanitaire de protéger la vie et la dignité des victimes de conflits armés et d'autres situations de violence, et de porter assistance. Le CICR s'efforce également de pr"
Recrutement KidAid Cameroun : 06 postes de Bikers Communautaires à pourvoir,2026-06-29T12:20:29.869000+01:00,,cameroondesks,,,,,,,,,"KidAid (Development and Humanitarian Assistance in Cameroon) N/Réf. : KAIDS/CMR/26-02229 APPEL À CANDIDATURE RECRUTEMENT DE SIX (06) BIKERS COMMUNAUTAIRES Contexte Dans le cadre de la mise en œuvre de la phase 3 du projet Pediatric Breakthrough Partnership (PBP), KidAid Cameroon recrute six (06) Bik"
COMMUNIQUÉ IMPORTANT : REJOIGNEZ PROMETAL ACIÉRIE !,2026-06-29T08:50:00+01:00,,cameroondesks,,Littoral,Douala,,,,mailto:recrutement@prometal-cm.com,,COMMUNIQUÉ IMPORTANT : REJOIGNEZ PROMETAL ACIÉRIE ! Vous souhaitez donner un nouvel élan à votre carrière au sein d'une entreprise leader ? PROMETAL ACIÉRIE simplifie ses processus et vous ouvre ses portes. COMMENT POSTULER ? Nous acceptons désormais vos candidatures via deux canaux officiels : Par 
PANZANI CAMEROUN SA juin 2026,2026-06-29T08:45:28.716000+01:00,,cameroondesks,,Littoral,Douala,,,,,https://jobs.cadyst-app.com/?fbclid=IwY2xjawSGK0JleHRuA2FlbQIxMABicmlkETE5TERXN0VWaWVBUmRQNHY4c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHjIiGFJV-qvJZOYuUsfrLF9FqLqT_9n2XFKFHnURnQKRFRqIzvvOts3haBEd_aem_9-d1btPJc5WnZ_TytSuvcw,"Le Groupe CADYST est un acteur majeur de l’Agro-alimentaire au Cameroun et dans la sous-région, avec en son sein plusieurs filiales. Sa mission est de développer des entreprises audacieuses, compétitives et pérennes en Afrique et bâtir des filières industrielles créatrices de valeur locale forte et "
SAASA B2E is looking for a Commercial Director (1 000 000 Fcfa),2026-06-29T00:00:00+01:00,2026-07-23,jobincamer,"Douala, Cameroun",Littoral,Douala,Senior (5+ ans d'expérience),"1,000,000 - 1,500,000",,mailto:hr.intern.saasab2e@gmail.com,,"SAASA B2E is looking for a Commercial Director (1 000 000 Fcfa) Industry: FMCG Main objectives: The Commercial Manager translates the Company's overarching strategic directives into actionable field-level sales operations, drives revenue generation, and oversees the sales workforce while guaranteein"
SAASA B2E is looking for a Commercial supervisor Export (500 000 Fcfa),2026-06-29T00:00:00+01:00,2026-07-23,jobincamer,"Douala, Cameroun",Littoral,Douala,Senior (5+ ans d'expérience),"500,000-700,000 CFA",,mailto:hr.intern.saasab2e@gmail.com,,SAASA B2E is looking for a Commercial supervisor Export (500 000 Fcfa) Industry: FMCG Main objectives: The Export Commercial Supervisor is responsible for executing the export strategy on the ground across one or more designated geographical areas (CEMAC region). He/She manages commercial activities
Recrutement Ambassade du Brésil au Cameroun juin 2026 : Poste d'Auxiliaire d'Appui (Cuisine & Service),2026-06-26T11:19:32.384000+01:00,,cameroondesks,,,,,,,mailto:administ.iaunde@itamaraty.gov.br,,"APPEL À CANDIDATURES : Auxiliaire d'Appui L’Ambassadeur du Brésil auprès la République du Cameroun informe que, conformément aux dispositions du décret 1570 du 21 juillet 1995 et à l’arrêté du 12 septembre 1995 du Ministère des Affaires Étrangères du Brésil, est ouvert le processus de sélection d’un"
Recrutement INS Institut National de la Statistique juin 2026 : 142 Cartographes,2026-06-25T11:20:08.878000+01:00,,cameroondesks,,,,,,,,https://candidate.ins-cameroun.cm/; https://drive.google.com/file/d/1WHVg53msFVzLhOqZPf_OKMaAxN3mf3tG/view?usp=sharing,"L' Institut National de la Statistique (INS) du Cameroun lance un important appel à candidatures pour la présélection de 142 agents cartographes . Ce recrutement s'inscrit dans le cadre des travaux préparatoires de la Sixième Enquête Camerounaise Auprès des Ménages (ECAM-6) , spécifiquement pour son"
Recrutement à l'Agence Française de Développement (AFD) juin 2026 - Chargé(e) d'affaire,2026-06-25T08:57:03.632000+01:00,,cameroondesks,,,,,,,,https://afd.csod.com/ux/ats/careersite/5/home/requisition/10534?c=afd&country=cm,"CONTRAT NATIONAL PROPARCO - CHARGE-E D'AFFAIRES JUNIOR FII - H/F Quel sera votre rôle ? Sous la responsabilité du Directeur Régional Proparco Afrique Centrale et en étroite collaboration avec le/la Chargé(e) d'affaires expérimenté(e) Institutions Financières et Inclusion Financière, vous participez "
Recrutement CADYST Group juin 2026,2026-06-24T08:56:13.862000+01:00,,cameroondesks,,Littoral,Douala,,,,,https://jobs.cadyst-app.com/?fbclid=IwY2xjawSGK0JleHRuA2FlbQIxMABicmlkETE5TERXN0VWaWVBUmRQNHY4c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHjIiGFJV-qvJZOYuUsfrLF9FqLqT_9n2XFKFHnURnQKRFRqIzvvOts3haBEd_aem_9-d1btPJc5WnZ_TytSuvcw,"Pour les besoins de ses services, la Direction Administratif et Financier de CADYST Farming recherche pour la ville de Douala des candidat(e)s au poste de : Responsable Administratif et Financier (1) Raison d’être du poste : Superviser la gestion financière, comptable et administrative afin d’assure"
MINFOPRA recrute du Personnel d'Active des Douanes,2026-06-24T00:00:00+01:00,2026-07-24,jobincamer,"Tout le Cameroun, Cameroun",,,Non spécifié,,,,http://www.minfopra.gov.cm,"MINFOPRA recrute du Personnel d'Active des Douanes RÉPUBLIQUE DU CAMEROUN Paix – Travail – Patrie ARRÊTÉ N° / / 000060 MINFOPRA DU 0 2026 Portant ouverture d'un concours direct pour le recrutement de cinquante (50) agents dans le corps des fonctionnaires d'Active des Douanes , session 2026. LE MINIS"
MINFOPRA recrute du Personnel dans les Mines et Géologie,2026-06-24T00:00:00+01:00,2026-07-24,jobincamer,"Tout le Cameroun, Cameroun",,,Non spécifié,,,,http://www.minfopra.gov.cm,"MINFOPRA recrute du Personnel dans les Mines et Géologie RÉPUBLIQUE DU CAMEROUN Paix – Travail – Patrie ARRÊTÉ N° /000064 MINFOPRA DU 0 Portant ouverture d'un concours direct pour le recrutement de trente (30) agents dans le corps des fonctionnaires des Mines et de la Géologie , session 2026. LE MIN"
Recrutement ONG CARE Cameroun juin 2026,2026-06-23T12:35:25.604000+01:00,,cameroondesks,,,,Au moins 3 ans d'expérience professionnelle,,,,https://ee-kobo.care.org/x/rRdQYRxW,AVIS DE RECRUTEMENT N°012.062026/RH/CCMR Poste : Chargé·e Biodiversité et Développement Durable Pôle : Projet Ville Verte Forme contrat : CDD d’un (01) an (période d’essai incluse) Temps de travail : 40 heures par semaine (Temps plein) Rattachement hiérarchique : Gestionnaire de projet Rattachement 
Recrutement TANTY (NTFOODS) Cameroun juin 2026 - Commerciaux à Moto,2026-06-23T09:12:29.326000+01:00,,cameroondesks,,,,,100.000 FCFA de base (+20.000 FCFA à 70.000 FCFA de primes sur les,,,,TANTY ® RECHERCHONS DES COMMERCIAUX (à moto) Mission Principale : Prospecter et vendre les produits de l'entreprise Informations sur le Poste Lieu du poste : Douala et Yaoundé Type de contrat : CDD – 2 ans Salaire : 100.000 FCFA de base (+20.000 FCFA à 70.000 FCFA de primes sur les ventes.) Profil R
La DGSN recrute des Conducteurs automobiles,2026-06-23T00:00:00+01:00,2026-07-31,jobincamer,"Tout le Cameroun, Cameroun",,,Non spécifié,,,,http://www.concours-dgsn.cm,La DGSN recrute des Conducteurs automobiles RÉPUBLIQUE DU CAMEROUN PAIX-TRAVAIL-PATRIE ARRÊTÉ N° /DGSN/SDAH/SDROPS/S Portant ouverture d'un concours direct pour le recrutement de 15 Conducteurs Automobile du cycle de formation des Élèves-Gardiens de la Paix au Centre d'Instruction et d'Application d
La DGSN recrute des Eleves-Commissaires de Police,2026-06-23T00:00:00+01:00,2026-07-31,jobincamer,"Tout le Cameroun, Cameroun",,,Non spécifié,,,,http://www.concours-dgsn.cm,"La DGSN recrute des Eleves-Commissaires de Police RÉPUBLIQUE DU CAMEROUN PAIX-TRAVAIL-PATRIE Concours direct pour le recrutement de 45 Élèves-Commissaires de Police en 1ère Année à l'Ecole Nationale Supérieure de Police. LE PRÉSIDENT DE LA RÉPUBLIQUE, Vu la Constitution; Vu le Décret n° 2011/412 du "
La DGSN recrute des Eleves-Inspecteurs de Police,2026-06-23T00:00:00+01:00,2026-07-31,jobincamer,"Tout le Cameroun, Cameroun",,,Non spécifié,,,,http://www.concours-dgsn.cm,La DGSN recrute des Eleves-Inspecteurs de Police RÉPUBLIQUE DU CAMEROUN PAIX - TRAVAIL - PATRIE ARRÊTÉ N° /DGSN/DAH/SDROPS/S Portant ouverture d'un concours spécial pour le recrutement de 100 Eleves-Inspecteurs de Police en 1ère année au Centre d'Instruction et d'Application de la Police de Mutengen
La DGSN recrute des Médécins Généralistes,2026-06-23T00:00:00+01:00,2026-07-31,jobincamer,"Tout le Cameroun, Cameroun",,,Non spécifié,,,,http://www.concours-dgsn.cm,La DGSN recrute des Médécins Généralistes RÉPUBLIQUE DU CAMEROUN PAIX-TRAVAIL-PATRIE ARRÊTÉ N° /DGSN/DRH/SDROPS/S Portant ouverture d'un concours direct pour le recrutement de 05 Médecins Généralistes en 2ème Année du cycle de formation des Élèves-Commissaires de Police à l'Ecole Nationale Supérieur
La DGSN recrute des Géomètres Topographes,2026-06-23T00:00:00+01:00,2026-07-31,jobincamer,"Tout le Cameroun, Cameroun",,,Non spécifié,,,,http://www.concours-dgsn.cm,La DGSN recrute des Géomètres Topographes RÉPUBLIQUE DU CAMEROUN PAIX - TRAVAIL - PATRIE ARRÊTÉ N° /DGSN/G/DAH/SDROPS/S Portant ouverture d'un concours direct pour le recrutement de 02 Géomètres Topographes en 1ère Année du cycle de formation des Élèves-Officiers de Police à l'Ecole Nationale Supéri
La DGSN recrute des Mecaniciens automobile,2026-06-23T00:00:00+01:00,2026-07-31,jobincamer,"Tout le Cameroun, Cameroun",,,Non spécifié,,,,http://www.concours-dgsn.cm,La DGSN recrute des Mecaniciens automobile RÉPUBLIQUE DU CAMEROUN PAIX-TRAVAIL-PATRIE ARRÊTÉ N° /DGSN/SIDH/SDROPS/S Portant ouverture d'un concours direct pour le recrutement de 05 Mecaniciens automobile en 1ère Année du cycle de formation des Élèves-Inspecteurs Police au Centre d'Instruction et d'A
Recrutement DÔVV Distribution SA juin 2026 : Postes de Juristes,2026-06-22T17:01:14.045000+01:00,2026-07-15,cameroondesks,,Centre,Yaoundé,Avoir une expérience significative en cabinet ou au sein d'un,,,,,"Pour les besoins de ses services, la société DÔVV DISTRIBUTION SA lance un appel à candidature pour le recrutement de Juristes. Les postes sont à pourvoir à Yaoundé, et le processus de recrutement est totalement gratuit. Responsabilités principales : Veiller à l'application de la loi auprès de tous "
Shoes And More Recrutement : Vendeuses à Douala et Yaoundé,2026-06-22T15:55:48.542000+01:00,,cameroondesks,,,,,,,,,"Une belle opportunité s’offre à vous ! La marque Shoes And More vient de lancer une vaste campagne de recrutement pour renforcer ses équipes de vente au Cameroun. Si vous êtes à la recherche d’un emploi passionnant ou d’un nouveau challenge professionnel dans l'univers de la mode, c’est le moment id"
"Le MINFOPRA recrute du Personnels ENSEIGNEMENT SECONDAIRE GÉNÉRAL (Sous-système anglophone), Corps des fonctionnaires, Session 2026",2026-06-22T00:00:00+01:00,2026-08-14,jobincamer,"Tout le Cameroun, Cameroun",,,Non spécifié,,,,http://www.minfopra.gov.cm,"Le MINFOPRA recrute du Personnels ENSEIGNEMENT SECONDAIRE GÉNÉRAL (Sous-système anglophone), Corps des fonctionnaires, Session 2026 RÉPUBLIQUE DU CAMEROUN Paix – Travail – Patrie MINFOPRA ARRÊTÉ N° Portant ouverture d'un concours direct pour le recrutement de deux cent quatre-vingt-cinq (285) agents"
SAASA B2E is looking for an Operational Cashier,2026-06-22T00:00:00+01:00,2026-07-18,jobincamer,"Yaoundé, Cameroun",Centre,Yaoundé,Débutant (moins de 2 ans d'expérience),,,mailto:recruit.cmr@saasab2e.com,,"SAASA B2E is looking for an Operational Cashier Reporting Line: Floor Manager / Network Operations Manager Contract Type: Permanent contract (CDI) – Full-time – 3-month probation period, renewable once Schedule: 12-hour cycles, 2 days worked / 2 days off (alternating day shifts 6am–6pm or night shif"
SAASA B2E recherche un(e) Accomodation Manager,2026-06-22T00:00:00+01:00,2026-07-18,jobincamer,"Kiabukwa Site, DRC (RDCongo), Cameroun",,,Milieu de carrière (2+ ans d'expérience),,Télétravail,mailto:recruit.cmr@saasab2e.com,,"SAASA B2E recherche un(e) Accomodation Manager Reports To: Site Manager The Accommodation Manager is responsible for the day-to-day management of the living quarters at the Kiabukwa site. This role ensures that all accommodations remain clean, safe, and properly equipped to provide a high standard o"
SAASA B2E recherche un(e) Comptable Fiscaliste Junior,2026-06-22T00:00:00+01:00,2026-07-19,jobincamer,"Douala, Cameroun",Littoral,Douala,Milieu de carrière (2+ ans d'expérience),"150 000 – 200 000 FCFA, selon l'expérience et les compétences",,mailto:recruit.cmr@saasab2e.com,,"SAASA B2E recherche un(e) Comptable Fiscaliste Junior Objectif du poste Le Comptable Fiscaliste Junior occupe une place centrale au sein de l'équipe financière, étant principalement responsable des opérations fiscales et comptables courantes de la société. Placé sous l'autorité du Responsable Financ"
SAASA B2E recherche un(e) Agent Logistique Junior,2026-06-22T00:00:00+01:00,2026-07-19,jobincamer,"Douala, Cameroun",Littoral,Douala,Milieu de carrière (2+ ans d'expérience),"150 000 – 200 000 FCFA, selon l'expérience et les compétences",,mailto:recruit.cmr@saasab2e.com,,"SAASA B2E recherche un(e) Agent Logistique Junior Objectif du poste L' Agent Logistique Junior est chargé de mener à bien les opérations courantes de logistique, de stockage et de distribution. Placé sous l'autorité du Responsable Logistique, il assure la réception, le stockage et l'expédition dans "
Offre d'emploi : Le CGA NDP recrute un(e) Assistant(e) Commercial(e) à Yaoundé,2026-06-20T13:38:00+01:00,,cameroondesks,,Centre,Yaoundé,,,,mailto:contact.cgndp@gmail.com,,"OPPORTUNITÉ DE CARRIÈRE ! Le CGA NDP – Centre de Gestion Agréé MINFI renforce son équipe ! Dans le cadre de son développement, le CGA NDP recrute un(e) : ASSISTANT(E) COMMERCIAL(E) — Yaoundé Vous êtes dynamique , organisé(e) , doté(e) d'un excellent sens relationnel et passionné(e) par le développem"
"Opportunité de Stage : CGA NDP Recrute des Étudiants en Comptabilité, Finance et Commerce",2026-06-19T10:44:00+01:00,2026-07-15,cameroondesks,,,,,,,mailto:contact.cgndp@gmail.com,,"Vous êtes étudiant en comptabilité, finance, gestion ou commerce ? Vous rêvez d'acquérir une vraie expérience professionnelle dans votre domaine ? Le Centre de Gestion Agréé Nouvelle Dynamique pour le Progrès (CGA NDP) vous propose une opportunité de stage académique et professionnel qui pourrait tr"
Bourse de l'Emploi FNE juin 2026 : des centaines de postes à pourvoir,2026-06-18T09:11:16.244000+01:00,,cameroondesks,,,,,,,,https://drive.google.com/file/d/1mFOcpL3Orvq6F9SpaGOfenWo4rRqX5kk/view?usp=sharing,"Le Fonds National de l'Emploi (FNE) organise la 17ème et 18ème édition de sa Bourse de l'Emploi, qui se tiendra du 16 au 19 juin 2026 au Palais des Congrès à Yaoundé , dans le cadre de PROMOTE 2026. Les offres d’emploi collectées par les agences FNE de Fouda et Mvolyé couvrent une multitude de secte"
Recrutement Activa Assurances au Salon Promote 2026 : Stages et Formations,2026-06-18T08:59:40.851000+01:00,,cameroondesks,,,,,,,,,"Lancer sa carrière dans le secteur des assurances au Cameroun vous intéresse ? Protéger l’avenir, c’est notre cœur de métier chez Activa Assurances. Le salon Promote 2026 est l’opportunité idéale pour vous de rejoindre un groupe panafricain, expérimenté et passionné. Prêt(e) à dynamiser votre parcou"
Recrutement ASCNPD juin 2026 : Appel à Candidatures pour 82 Volontaires au Cameroun,2026-06-17T17:33:37.060000+01:00,,cameroondesks,,,,,,,,https://drive.google.com/file/d/1X2RQYs3wFOUD-VpsJ06nA7St8kBsRQZS/view?usp=sharing,"L'Agence du Service Civique National de Participation au Développement (ASCNPD) du Cameroun a officiellement lancé l'appel à candidatures n° 82 1/2026. Initié par le Directeur Général de l'organisme, ce programme s'inscrit dans le cadre des activités budgétaires de l'année 2026. L'objectif est de sé"
Recrutement NSIA Vie Assurances au Salon PROMOTE 2026 : 44 postes à pourvoir,2026-06-17T10:43:57.071000+01:00,,cameroondesks,,Centre,Yaoundé,,,,,,OFFRE EXCLUSIVE – PROMOTE 2026 Entreprise : NSIA Vie Assurances (Certifiée ISO 9001) NSIA Vie Assurances informe le public qu'elle recrute actuellement pour renforcer ses équipes au Cameroun. Rejoignez une structure dynamique qui protège au quotidien des milliers de familles camerounaises. Postes Ou
Recrutement SPAR Cameroun 2026 : 09 Postes à Pourvoir,2026-06-17T09:29:19.645000+01:00,,cameroondesks,"SPAR Bonanjo (Atrium Mall), Douala",Littoral,Douala,Minimum 1 an d'expérience à un poste similaire,,,mailto:hr@sparcameroon.com,,"La grande famille SPAR Cameroun renforce ses équipes dans la ville de Douala ! Pour le compte de son agence située au SPAR Bonanjo (Atrium Mall), l'enseigne de grande distribution lance un appel à candidatures pour le recrutement de profils dynamiques, professionnels et prêts à évoluer dans un envir"
Recrutement Royal Knowledge 2026-2027 : Enseignants et Personnel d'Appui,2026-06-16T13:12:54.581000+01:00,2026-07-31,cameroondesks,Dépôt physique au secrétariat de l'établissement à Yaoundé (Tsinga,Centre,Yaoundé,,,,,https://drive.google.com/file/d/1vNAfDp1t5tPFAq5955L2oDnRmdWH_YNb/view?usp=sharing,"Le Complexe Scolaire Bilingue ROYAL KNOWLEDGE lance un appel à candidatures pour divers postes basés à Yaoundé (Tsinga Village) Postes ouverts : Personnel Enseignant : Enseignants pour les sections francophone et anglophone de la maternelle et du primaire, ainsi que des maîtres spécialisés pour les "
Recrutement Centre Pasteur du Cameroun (CPC) juin 2026 : 02 Postes à Pourvoir,2026-06-16T11:14:14.542000+01:00,,cameroondesks,"Centre Pasteur du Cameroun (CPC), Yaoundé",Centre,Yaoundé,Expérience confirmée dans la conduite d’enquêtes de terrain (données cliniques et sociales) et la ge,,,,https://pasteur-yaounde.org/jobs/recrutement-dun-charge-de-projet-categorie-10-a-et-dun-technicien-de-laboratoire-tlam-categorie-9-a?fbclid=IwY2xjawSd-URleHRuA2FlbQIxMABicmlkETFJaHNvTEN5eXB6TExnRjRqc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHoo18XnC90kn7rcLkb7YK1a3gBcW550IdCZxwTrXNvorW50RdmrvjJwrCx8v_aem_BKwkrZfUiU2GzNnVxVYKqw,"Recrutement d’un Chargé de Projet (catégorie 10/A) et d’un Technicien de Laboratoire (TLAM/catégorie 9/A) Le Centre Pasteur du Cameroun (CPC), recrute pour besoin de service, un Chargé de Projet et un technicien d’analyses médicales au service de virologie. Ces personnels travaillerons sous la co-su"
Recrutement Athari Financial juin 2026 : 50 Hôtesses de Vente (Sans Diplôme),2026-06-15T08:59:32.068000+01:00,,cameroondesks,,,,,,,mailto:recrutement.atharifinancial@gmail.com,,"ATHARI FINANCIAL COOP CA , fidèle à sa devise ""La confiance, notre engagement"", lance un recrutement massif de 50 Hôtesses de Vente pour soutenir son expansion. Vous êtes dynamique, motivé(e) et vous souhaitez construire un avenir meilleur grâce au secteur de la microfinance ? Rejoignez une institut"
